SUB_DS_ID,YEAR,SEX,TYPE_DM,AGEBAND,POP
ITE42,2003,2,2,2,619
ITE42,2004,1,2,2,1229
ITE42,2004,2,2,2,614
ITE42,2005,1,2,2,716
ITE42,2005,2,2,2,822
ITE42,2006,1,2,2,972
ITE42,2006,2,2,2,1147
ITE42,2007,1,2,2,574
ITE42,2007,2,2,2,1332
ITE42,2008,1,2,2,1062
ITE42,2008,2,2,2,1179
ITE42,2009,1,2,2,939
ITE42,2009,2,2,2,974
ITE42,2010,1,2,2,997
ITE42,2010,2,2,2,1927
ITE42,2011,1,2,2,1189
ITE42,2011,2,2,2,716
ITE42,2012,1,2,2,1195
ITE42,2012,2,2,2,1311
ITE42,2013,1,2,2,841
ITE42,2013,2,2,2,1058
ITE42,2002,1,1,2,179
ITE42,2002,2,1,2,161
ITE42,2003,1,1,2,309
ITE42,2003,2,1,2,155
ITE42,2004,1,1,2,307
ITE42,2004,2,1,2,153
ITE42,2005,1,1,2,179
ITE42,2005,2,1,2,205
ITE42,2006,1,1,2,243
ITE42,2006,2,1,2,287
ITE42,2007,1,1,2,144
ITE42,2007,2,1,2,333
ITE42,2008,1,1,2,265
ITE42,2008,2,1,2,295
ITE42,2009,1,1,2,235
ITE42,2009,2,1,2,244
ITE42,2010,1,1,2,249
ITE42,2010,2,1,2,482
ITE42,2011,1,1,2,297
ITE42,2011,2,1,2,179
ITE42,2012,1,1,2,299
ITE42,2012,2,1,2,328
ITE42,2013,1,1,2,210
ITE42,2013,2,1,2,265
ITE42,2002,1,3,3,37280
ITE42,2002,2,3,3,24892
ITE42,2003,1,3,3,33775
ITE42,2003,2,3,3,29550
ITE42,2004,1,3,3,34533
ITE42,2004,2,3,3,30258
ITE42,2005,1,3,3,35217
ITE42,2005,2,3,3,48441
ITE42,2006,1,3,3,40022
ITE42,2006,2,3,3,31103
ITE42,2007,1,3,3,44777
ITE42,2007,2,3,3,31313
ITE42,2008,1,3,3,49727
ITE42,2008,2,3,3,45253
ITE42,2009,1,3,3,45337
ITE42,2009,2,3,3,36394
ITE42,2010,1,3,3,40554
ITE42,2010,2,3,3,31758
ITE42,2011,1,3,3,40188
ITE42,2011,2,3,3,27093
ITE42,2012,1,3,3,61854
ITE42,2012,2,3,3,40077
ITE42,2013,1,3,3,52549
ITE42,2013,2,3,3,35289
ITE42,2002,1,2,3,1570
ITE42,2002,2,2,3,1048
ITE42,2003,1,2,3,1422
ITE42,2003,2,2,3,1244
ITE42,2004,1,2,3,1454
ITE42,2004,2,2,3,1274
ITE42,2005,1,2,3,1483
ITE42,2005,2,2,3,2040
ITE42,2006,1,2,3,1685
ITE42,2006,2,2,3,1310
ITE42,2007,1,2,3,1885
ITE42,2007,2,2,3,1318
ITE42,2008,1,2,3,2094
ITE42,2008,2,2,3,1905
ITE42,2009,1,2,3,1909
ITE42,2009,2,2,3,1532
ITE42,2010,1,2,3,1708
ITE42,2010,2,2,3,1337
ITE42,2011,1,2,3,1692
ITE42,2011,2,2,3,1141
ITE42,2012,1,2,3,2604
ITE42,2012,2,2,3,1687
ITE42,2013,1,2,3,2213
ITE42,2013,2,2,3,1486
ITE42,2002,1,1,1,3949
ITE42,2002,2,1,1,3743
ITE42,2003,1,1,1,1981
ITE42,2003,2,1,1,3755
ITE42,2004,1,1,1,1986
ITE42,2004,2,1,1,3761
ITE42,2005,1,1,1,1996
ITE42,2005,2,1,1,3778
ITE42,2006,1,1,1,4005
ITE42,2006,2,1,1,1893
ITE42,2007,1,1,1,2007
ITE42,2007,2,1,1,1896
ITE42,2008,1,1,1,4036
ITE42,2008,2,1,1,1905
ITE42,2009,1,1,1,8125
ITE42,2009,2,1,1,3833
ITE42,2010,1,1,1,8158
ITE42,2010,2,1,1,15387
ITE42,2011,1,1,1,4084
ITE42,2011,2,1,1,11553
ITE42,2012,1,1,1,4061
ITE42,2012,2,1,1,7695
ITE42,2013,1,1,1,8151
ITE42,2013,2,1,1,7711
ITE42,2002,1,3,1,166
ITE42,2002,2,3,1,158
ITE42,2003,1,3,1,83
ITE42,2003,2,3,1,158
ITE42,2004,1,3,1,84
ITE42,2004,2,3,1,158
ITE42,2005,1,3,1,84
ITE42,2005,2,3,1,159
ITE42,2006,1,3,1,169
ITE42,2006,2,3,1,80
ITE42,2007,1,3,1,85
ITE42,2007,2,3,1,80
ITE42,2008,1,3,1,170
ITE42,2008,2,3,1,80
ITE42,2009,1,3,1,342
ITE42,2009,2,3,1,161
ITE42,2010,1,3,1,343
ITE42,2010,2,3,1,648
ITE42,2011,1,3,1,172
ITE42,2011,2,3,1,486
ITE42,2012,1,3,1,171
ITE42,2012,2,3,1,324
ITE42,2013,1,3,1,343
ITE42,2013,2,3,1,325
ITE42,2002,1,2,1,42
ITE42,2002,2,2,1,39
ITE42,2003,1,2,1,21
ITE42,2003,2,2,1,40
ITE42,2004,1,2,1,21
ITE42,2004,2,2,1,40
ITE42,2005,1,2,1,21
ITE42,2005,2,2,1,40
ITE42,2006,1,2,1,42
ITE42,2006,2,2,1,20
ITE42,2007,1,2,1,21
ITE42,2007,2,2,1,20
ITE42,2008,1,2,1,42
ITE42,2008,2,2,1,20
ITE42,2009,1,2,1,86
ITE42,2009,2,2,1,40
ITE42,2010,1,2,1,86
ITE42,2010,2,2,1,162
ITE42,2011,1,2,1,43
ITE42,2011,2,2,1,122
ITE42,2012,1,2,1,43
ITE42,2012,2,2,1,81
ITE42,2013,1,2,1,86
ITE42,2013,2,2,1,81
ITE42,2002,1,1,2,16985
ITE42,2002,2,1,2,15269
ITE42,2003,1,1,2,29380
ITE42,2003,2,1,2,14709
ITE42,2004,1,1,2,29192
ITE42,2004,2,1,2,14578
ITE42,2005,1,1,2,17012
ITE42,2005,2,1,2,19519
ITE42,2006,1,1,2,23089
ITE42,2006,2,1,2,27235
ITE42,2007,1,1,2,13640
ITE42,2007,2,1,2,31628
ITE42,2008,1,1,2,25222
ITE42,2008,2,1,2,27990
ITE42,2009,1,1,2,22311
ITE42,2009,2,1,2,23139
ITE42,2010,1,1,2,23674
ITE42,2010,2,1,2,45771
ITE42,2011,1,1,2,28241
ITE42,2011,2,1,2,17011
ITE42,2012,1,1,2,28382
ITE42,2012,2,1,2,31136
ITE42,2013,1,1,2,19981
ITE42,2013,2,1,2,25130
ITE42,2002,1,3,2,715
ITE42,2002,2,3,2,643
ITE42,2003,1,3,2,1237
ITE42,2003,2,3,2,619
ITE42,2004,1,3,2,1229
ITE42,2004,2,3,2,614
ITE42,2005,1,3,2,716
ITE42,2005,2,3,2,822
ITE42,2006,1,3,2,972
ITE42,2006,2,3,2,1147
ITE42,2007,1,3,2,574
ITE42,2007,2,3,2,1332
ITE42,2008,1,3,2,1062
ITE42,2008,2,3,2,1179
ITE42,2009,1,3,2,939
ITE42,2009,2,3,2,974
ITE42,2010,1,3,2,997
ITE42,2010,2,3,2,1927
ITE42,2011,1,3,2,1189
ITE42,2011,2,3,2,716
ITE42,2012,1,3,2,1195
ITE42,2012,2,3,2,1311
ITE42,2013,1,3,2,841
ITE42,2013,2,3,2,1058
ITE42,2002,1,2,2,179
ITE42,2002,2,2,2,161
ITE42,2003,1,2,2,309
ITE42,2003,2,2,2,155
ITE42,2004,1,2,2,307
ITE42,2004,2,2,2,153
ITE42,2005,1,2,2,179
ITE42,2005,2,2,2,205
ITE42,2006,1,2,2,243
ITE42,2006,2,2,2,287
ITE42,2007,1,2,2,144
ITE42,2007,2,2,2,333
ITE42,2008,1,2,2,265
ITE42,2008,2,2,2,295
ITE42,2009,1,2,2,235
ITE42,2009,2,2,2,244
ITE42,2010,1,2,2,249
ITE42,2010,2,2,2,482
ITE42,2011,1,2,2,297
ITE42,2011,2,2,2,179
ITE42,2012,1,2,2,299
ITE42,2012,2,2,2,328
ITE42,2013,1,2,2,210
ITE42,2013,2,2,2,265
ITE42,2002,1,1,3,37280
ITE42,2002,2,1,3,24892
ITE42,2003,1,1,3,33775
ITE42,2003,2,1,3,29550
ITE42,2004,1,1,3,34533
ITE42,2004,2,1,3,30258
ITE42,2005,1,1,3,35217
ITE42,2005,2,1,3,48441
ITE42,2006,1,1,3,40022
ITE42,2006,2,1,3,31103
ITE42,2007,1,1,3,44777
ITE42,2007,2,1,3,31313
ITE42,2008,1,1,3,49727
ITE42,2008,2,1,3,45253
ITE42,2009,1,1,3,45337
ITE42,2009,2,1,3,36394
ITE42,2010,1,1,3,40554
ITE42,2010,2,1,3,31758
ITE42,2011,1,1,3,40188
ITE42,2011,2,1,3,27093
ITE42,2012,1,1,3,61854
ITE42,2012,2,1,3,40077
ITE42,2013,1,1,3,52549
ITE42,2013,2,1,3,35289
ITE42,2002,1,3,3,1570
ITE42,2002,2,3,3,1048
ITE42,2003,1,3,3,1422
ITE42,2003,2,3,3,1244
ITE42,2004,1,3,3,1454
ITE42,2004,2,3,3,1274
ITE42,2005,1,3,3,1483
ITE42,2005,2,3,3,2040
ITE42,2006,1,3,3,1685
ITE42,2006,2,3,3,1310
ITE42,2007,1,3,3,1885
ITE42,2007,2,3,3,1318
ITE42,2008,1,3,3,2094
ITE42,2008,2,3,3,1905
ITE42,2009,1,3,3,1909
ITE42,2009,2,3,3,1532
ITE42,2010,1,3,3,1708
ITE42,2010,2,3,3,1337
ITE42,2011,1,3,3,1692
ITE42,2011,2,3,3,1141
ITE42,2012,1,3,3,2604
ITE42,2012,2,3,3,1687
ITE42,2013,1,3,3,2213
ITE42,2013,2,3,3,1486
