SUB_DS_ID,YEAR,SEX,TYPE_DM,AGEBAND,POP
ITE34,2005,2,2,2,47
ITE34,2006,1,2,2,33
ITE34,2006,2,2,2,47
ITE34,2007,1,2,2,34
ITE34,2007,2,2,2,49
ITE34,2008,1,2,2,36
ITE34,2008,2,2,2,54
ITE34,2009,1,2,2,37
ITE34,2009,2,2,2,56
ITE34,2010,1,2,2,38
ITE34,2010,2,2,2,62
ITE34,2011,1,2,2,40
ITE34,2011,2,2,2,75
ITE34,2012,1,2,2,43
ITE34,2012,2,2,2,80
ITE34,2005,1,1,3,5439
ITE34,2005,2,1,3,5831
ITE34,2006,1,1,3,5694
ITE34,2006,2,1,3,6231
ITE34,2007,1,1,3,6013
ITE34,2007,2,1,3,6737
ITE34,2008,1,1,3,6473
ITE34,2008,2,1,3,7490
ITE34,2009,1,1,3,6725
ITE34,2009,2,1,3,7858
ITE34,2010,1,1,3,6831
ITE34,2010,2,1,3,8473
ITE34,2011,1,1,3,7356
ITE34,2011,2,1,3,9601
ITE34,2012,1,1,3,7757
ITE34,2012,2,1,3,10381
ITE34,2005,1,3,3,229
ITE34,2005,2,3,3,246
ITE34,2006,1,3,3,240
ITE34,2006,2,3,3,262
ITE34,2007,1,3,3,253
ITE34,2007,2,3,3,284
ITE34,2008,1,3,3,273
ITE34,2008,2,3,3,315
ITE34,2009,1,3,3,283
ITE34,2009,2,3,3,331
ITE34,2010,1,3,3,288
ITE34,2010,2,3,3,357
ITE34,2011,1,3,3,310
ITE34,2011,2,3,3,404
ITE34,2012,1,3,3,327
ITE34,2012,2,3,3,437
