SUB_DS_ID,YEAR,SEX,AGEBAND,POP,DEATHS
ITF13,2003,2,8,16064,
ITF13,2004,1,1,25593,
ITF13,2004,1,2,52210,
ITF13,2004,1,3,27567,
ITF13,2004,1,4,21766,
ITF13,2004,1,5,9393,
ITF13,2004,1,6,7824,
ITF13,2004,1,7,14195,
ITF13,2004,1,8,10206,
ITF13,2004,2,1,24224,
ITF13,2004,2,2,49567,
ITF13,2004,2,3,27027,
ITF13,2004,2,4,22066,
ITF13,2004,2,5,9837,
ITF13,2004,2,6,8409,
ITF13,2004,2,7,16784,
ITF13,2004,2,8,16597,
ITF13,2005,1,1,25992,
ITF13,2005,1,2,52496,
ITF13,2005,1,3,28395,
ITF13,2005,1,4,22463,
ITF13,2005,1,5,9582,
ITF13,2005,1,6,8175,
ITF13,2005,1,7,14079,
ITF13,2005,1,8,10622,
ITF13,2005,2,1,24592,
ITF13,2005,2,2,49603,
ITF13,2005,2,3,27639,
ITF13,2005,2,4,22748,
ITF13,2005,2,5,10035,
ITF13,2005,2,6,8782,
ITF13,2005,2,7,16603,
ITF13,2005,2,8,17137,
ITF13,2006,1,1,26418,
ITF13,2006,1,2,52579,
ITF13,2006,1,3,29205,
ITF13,2006,1,4,23185,
ITF13,2006,1,5,9730,
ITF13,2006,1,6,8533,
ITF13,2006,1,7,13981,
ITF13,2006,1,8,11050,
ITF13,2006,2,1,24989,
ITF13,2006,2,2,49511,
ITF13,2006,2,3,28227,
ITF13,2006,2,4,23449,
ITF13,2006,2,5,10183,
ITF13,2006,2,6,9172,
ITF13,2006,2,7,16433,
ITF13,2006,2,8,17685,
ITF13,2007,1,1,27008,
ITF13,2007,1,2,52844,
ITF13,2007,1,3,30125,
ITF13,2007,1,4,24015,
ITF13,2007,1,5,9861,
ITF13,2007,1,6,8844,
ITF13,2007,1,7,13986,
ITF13,2007,1,8,11457,
ITF13,2007,2,1,25537,
ITF13,2007,2,2,49590,
ITF13,2007,2,3,28883,
ITF13,2007,2,4,24246,
ITF13,2007,2,5,10312,
ITF13,2007,2,6,9518,
ITF13,2007,2,7,16369,
ITF13,2007,2,8,18212,
ITF13,2008,1,1,27667,
ITF13,2008,1,2,52651,
ITF13,2008,1,3,30922,
ITF13,2008,1,4,24828,
ITF13,2008,1,5,9996,
ITF13,2008,1,6,9086,
ITF13,2008,1,7,14038,
ITF13,2008,1,8,11822,
ITF13,2008,2,1,26170,
ITF13,2008,2,2,49545,
ITF13,2008,2,3,29520,
ITF13,2008,2,4,25047,
ITF13,2008,2,5,10451,
ITF13,2008,2,6,9793,
ITF13,2008,2,7,16363,
ITF13,2008,2,8,18693,
ITF13,2009,1,1,28162,
ITF13,2009,1,2,51536,
ITF13,2009,1,3,31413,
ITF13,2009,1,4,25504,
ITF13,2009,1,5,10139,
ITF13,2009,1,6,9257,
ITF13,2009,1,7,14098,
ITF13,2009,1,8,12176,
ITF13,2009,2,1,26634,
ITF13,2009,2,2,48650,
ITF13,2009,2,3,29917,
ITF13,2009,2,4,25701,
ITF13,2009,2,5,10594,
ITF13,2009,2,6,9985,
ITF13,2009,2,7,16374,
ITF13,2009,2,8,19157,
ITF13,2010,1,1,28628,
ITF13,2010,1,2,49768,
ITF13,2010,1,3,31651,
ITF13,2010,1,4,26048,
ITF13,2010,1,5,10283,
ITF13,2010,1,6,9380,
ITF13,2010,1,7,14247,
ITF13,2010,1,8,12495,
ITF13,2010,2,1,27047,
ITF13,2010,2,2,47433,
ITF13,2010,2,3,30212,
ITF13,2010,2,4,26286,
ITF13,2010,2,5,10761,
ITF13,2010,2,6,10128,
ITF13,2010,2,7,16489,
ITF13,2010,2,8,19593,
ITF13,2011,1,1,28914,
ITF13,2011,1,2,47866,
ITF13,2011,1,3,31824,
ITF13,2011,1,4,26585,
ITF13,2011,1,5,10481,
ITF13,2011,1,6,9463,
ITF13,2011,1,7,14489,
ITF13,2011,1,8,12766,
ITF13,2011,2,1,27296,
ITF13,2011,2,2,46030,
ITF13,2011,2,3,30440,
ITF13,2011,2,4,26833,
ITF13,2011,2,5,10985,
ITF13,2011,2,6,10222,
ITF13,2011,2,7,16716,
ITF13,2011,2,8,19958,
ITF13,2012,1,1,29147,
ITF13,2012,1,2,46052,
ITF13,2012,1,3,31919,
ITF13,2012,1,4,27043,
ITF13,2012,1,5,10752,
ITF13,2012,1,6,9524,
ITF13,2012,1,7,14841,
ITF13,2012,1,8,12992,
ITF13,2012,2,1,27494,
ITF13,2012,2,2,44605,
ITF13,2012,2,3,30610,
ITF13,2012,2,4,27295,
ITF13,2012,2,5,11277,
ITF13,2012,2,6,10276,
ITF13,2012,2,7,17073,
ITF13,2012,2,8,20276,
ITF13,2013,1,1,29284,
ITF13,2013,1,2,44638,
ITF13,2013,1,3,32525,
ITF13,2013,1,4,28167,
ITF13,2013,1,5,11223,
ITF13,2013,1,6,9754,
ITF13,2013,1,7,15317,
ITF13,2013,1,8,13482,
ITF13,2013,2,1,27562,
ITF13,2013,2,2,43367,
ITF13,2013,2,3,31075,
ITF13,2013,2,4,28018,
ITF13,2013,2,5,11580,
ITF13,2013,2,6,10319,
ITF13,2013,2,7,17319,
ITF13,2013,2,8,20990,
ITF62,2007,1,1,14336,
ITF62,2007,1,2,23721,
ITF62,2007,1,3,13947,
ITF62,2007,1,4,12252,
ITF62,2007,1,5,3814,
ITF62,2007,1,6,2936,
ITF62,2007,1,7,4468,
ITF62,2007,1,8,1609,
ITF62,2007,2,1,13026,
ITF62,2007,2,2,22211,
ITF62,2007,2,3,13378,
ITF62,2007,2,4,11984,
ITF62,2007,2,5,3856,
ITF62,2007,2,6,3172,
ITF62,2007,2,7,5714,
ITF62,2007,2,8,3386,
ITF62,2008,1,1,13896,
ITF62,2008,1,2,23498,
ITF62,2008,1,3,14079,
ITF62,2008,1,4,12665,
ITF62,2008,1,5,3899,
ITF62,2008,1,6,3090,
ITF62,2008,1,7,4638,
ITF62,2008,1,8,1728,
ITF62,2008,2,1,12699,
ITF62,2008,2,2,21872,
ITF62,2008,2,3,13562,
ITF62,2008,2,4,12336,
ITF62,2008,2,5,3953,
ITF62,2008,2,6,3282,
ITF62,2008,2,7,5865,
ITF62,2008,2,8,3594,
ITF62,2009,1,1,13418,
ITF62,2009,1,2,23300,
ITF62,2009,1,3,14108,
ITF62,2009,1,4,12977,
ITF62,2009,1,5,4127,
ITF62,2009,1,6,3251,
ITF62,2009,1,7,4762,
ITF62,2009,1,8,1885,
ITF62,2009,2,1,12334,
ITF62,2009,2,2,21613,
ITF62,2009,2,3,13595,
ITF62,2009,2,4,12644,
ITF62,2009,2,5,4163,
ITF62,2009,2,6,3409,
ITF62,2009,2,7,5954,
ITF62,2009,2,8,3845,
ITF62,2010,1,1,13017,
ITF62,2010,1,2,23337,
ITF62,2010,1,3,14204,
ITF62,2010,1,4,13408,
ITF62,2010,1,5,4584,
ITF62,2010,1,6,3475,
ITF62,2010,1,7,4878,
ITF62,2010,1,8,2114,
ITF62,2010,2,1,12020,
ITF62,2010,2,2,21562,
ITF62,2010,2,3,13643,
ITF62,2010,2,4,12986,
ITF62,2010,2,5,4646,
ITF62,2010,2,6,3631,
ITF62,2010,2,7,6001,
ITF62,2010,2,8,4198,
ITF62,2011,1,1,12652,
ITF62,2011,1,2,23218,
ITF62,2011,1,3,14047,
ITF62,2011,1,4,13588,
ITF62,2011,1,5,4990,
ITF62,2011,1,6,3539,
ITF62,2011,1,7,4993,
ITF62,2011,1,8,2289,
ITF62,2011,2,1,11731,
ITF62,2011,2,2,21420,
ITF62,2011,2,3,13574,
ITF62,2011,2,4,13083,
ITF62,2011,2,5,5045,
ITF62,2011,2,6,3701,
ITF62,2011,2,7,6054,
ITF62,2011,2,8,4462,
ITF62,2012,1,1,12342,
ITF62,2012,1,2,23052,
ITF62,2012,1,3,13899,
ITF62,2012,1,4,13642,
ITF62,2012,1,5,5274,
ITF62,2012,1,6,3714,
ITF62,2012,1,7,5223,
ITF62,2012,1,8,2474,
ITF62,2012,2,1,11461,
ITF62,2012,2,2,21219,
ITF62,2012,2,3,13405,
ITF62,2012,2,4,13212,
ITF62,2012,2,5,5297,
ITF62,2012,2,6,3867,
ITF62,2012,2,7,6248,
ITF62,2012,2,8,4724,
ITF62,2013,1,1,12014,
ITF62,2013,1,2,22911,
ITF62,2013,1,3,13578,
ITF62,2013,1,4,13815,
ITF62,2013,1,5,5658,
ITF62,2013,1,6,3799,
ITF62,2013,1,7,5430,
ITF62,2013,1,8,2678,
ITF62,2013,2,1,11192,
ITF62,2013,2,2,21095,
ITF62,2013,2,3,13048,
ITF62,2013,2,4,13421,
ITF62,2013,2,5,5647,
ITF62,2013,2,6,3964,
ITF62,2013,2,7,6399,
ITF62,2013,2,8,5008,
ITF21,2003,1,1,6920,
ITF21,2003,1,2,9752,
ITF21,2003,1,3,6465,
ITF21,2003,1,4,5137,
ITF21,2003,1,5,2034,
ITF21,2003,1,6,1668,
ITF21,2003,1,7,2747,
ITF21,2003,1,8,1600,
ITF21,2003,2,1,6550,
ITF21,2003,2,2,9524,
ITF21,2003,2,3,6082,
ITF21,2003,2,4,4841,
ITF21,2003,2,5,1885,
ITF21,2003,2,6,1703,
ITF21,2003,2,7,3177,
ITF21,2003,2,8,3085,
ITF21,2004,1,1,6952,
ITF21,2004,1,2,9817,
ITF21,2004,1,3,6544,
ITF21,2004,1,4,5280,
ITF21,2004,1,5,2118,
ITF21,2004,1,6,1685,
ITF21,2004,1,7,2741,
ITF21,2004,1,8,1693,
ITF21,2004,2,1,6570,
ITF21,2004,2,2,9558,
ITF21,2004,2,3,6171,
ITF21,2004,2,4,4977,
ITF21,2004,2,5,1957,
ITF21,2004,2,6,1690,
ITF21,2004,2,7,3171,
ITF21,2004,2,8,3163,
ITF21,2005,1,1,6978,
ITF21,2005,1,2,9883,
ITF21,2005,1,3,6615,
ITF21,2005,1,4,5438,
ITF21,2005,1,5,2189,
ITF21,2005,1,6,1718,
ITF21,2005,1,7,2733,
ITF21,2005,1,8,1791,
ITF21,2005,2,1,6597,
ITF21,2005,2,2,9599,
ITF21,2005,2,3,6232,
ITF21,2005,2,4,5133,
ITF21,2005,2,5,2018,
ITF21,2005,2,6,1695,
ITF21,2005,2,7,3153,
ITF21,2005,2,8,3246,
ITF21,2006,1,1,6995,
ITF21,2006,1,2,9945,
ITF21,2006,1,3,6665,
ITF21,2006,1,4,5605,
ITF21,2006,1,5,2246,
ITF21,2006,1,6,1771,
ITF21,2006,1,7,2733,
ITF21,2006,1,8,1881,
ITF21,2006,2,1,6622,
ITF21,2006,2,2,9651,
ITF21,2006,2,3,6273,
ITF21,2006,2,4,5283,
ITF21,2006,2,5,2077,
ITF21,2006,2,6,1721,
ITF21,2006,2,7,3137,
ITF21,2006,2,8,3319,
ITF21,2007,1,1,7019,
ITF21,2007,1,2,10061,
ITF21,2007,1,3,6694,
ITF21,2007,1,4,5787,
ITF21,2007,1,5,2288,
ITF21,2007,1,6,1842,
ITF21,2007,1,7,2752,
ITF21,2007,1,8,1957,
ITF21,2007,2,1,6652,
ITF21,2007,2,2,9775,
ITF21,2007,2,3,6290,
ITF21,2007,2,4,5440,
ITF21,2007,2,5,2124,
ITF21,2007,2,6,1770,
ITF21,2007,2,7,3134,
ITF21,2007,2,8,3372,
ITF21,2008,1,1,7054,
ITF21,2008,1,2,10234,
ITF21,2008,1,3,6681,
ITF21,2008,1,4,5980,
ITF21,2008,1,5,2343,
ITF21,2008,1,6,1920,
ITF21,2008,1,7,2788,
ITF21,2008,1,8,2020,
ITF21,2008,2,1,6682,
ITF21,2008,2,2,9949,
ITF21,2008,2,3,6298,
ITF21,2008,2,4,5590,
ITF21,2008,2,5,2193,
ITF21,2008,2,6,1826,
ITF21,2008,2,7,3142,
ITF21,2008,2,8,3420,
ITF21,2009,1,1,7106,
ITF21,2009,1,2,10438,
ITF21,2009,1,3,6653,
ITF21,2009,1,4,6191,
ITF21,2009,1,5,2406,
ITF21,2009,1,6,2003,
ITF21,2009,1,7,2827,
ITF21,2009,1,8,2079,
ITF21,2009,2,1,6721,
ITF21,2009,2,2,10152,
ITF21,2009,2,3,6298,
ITF21,2009,2,4,5756,
ITF21,2009,2,5,2266,
ITF21,2009,2,6,1899,
ITF21,2009,2,7,3150,
ITF21,2009,2,8,3469,
ITF21,2010,1,1,7165,
ITF21,2010,1,2,10672,
ITF21,2010,1,3,6633,
ITF21,2010,1,4,6412,
ITF21,2010,1,5,2480,
ITF21,2010,1,6,2075,
ITF21,2010,1,7,2878,
ITF21,2010,1,8,2137,
ITF21,2010,2,1,6768,
ITF21,2010,2,2,10368,
ITF21,2010,2,3,6303,
ITF21,2010,2,4,5922,
ITF21,2010,2,5,2361,
ITF21,2010,2,6,1964,
ITF21,2010,2,7,3165,
ITF21,2010,2,8,3519,
ITF21,2011,1,1,7246,
ITF21,2011,1,2,10951,
ITF21,2011,1,3,6647,
ITF21,2011,1,4,6628,
ITF21,2011,1,5,2561,
ITF21,2011,1,6,2132,
ITF21,2011,1,7,2943,
ITF21,2011,1,8,2197,
ITF21,2011,2,1,6837,
ITF21,2011,2,2,10630,
ITF21,2011,2,3,6323,
ITF21,2011,2,4,6095,
ITF21,2011,2,5,2449,
ITF21,2011,2,6,2029,
ITF21,2011,2,7,3198,
ITF21,2011,2,8,3342,
ITF21,2012,1,1,7331,
ITF21,2012,1,2,11238,
ITF21,2012,1,3,6679,
ITF21,2012,1,4,6823,
ITF21,2012,1,5,2652,
ITF21,2012,1,6,2179,
ITF21,2012,1,7,3027,
ITF21,2012,1,8,2260,
ITF21,2012,2,1,6920,
ITF21,2012,2,2,10907,
ITF21,2012,2,3,6359,
ITF21,2012,2,4,6264,
ITF21,2012,2,5,2540,
ITF21,2012,2,6,2085,
ITF21,2012,2,7,3246,
ITF21,2012,2,8,3387,
